Idx,Note,Name,Id_Rssd,Parent,Loc,Type,Tier,label,lat,lng
1,,"GOLDMAN SACHS GROUP, INC., THE",2380443,,NEW YORK NY,Financial Holding Company - Domestic,1,"New York, NY, USA",40.7127837,-74.0059413
2,,"GOLDMAN, SACHS & CO.",1440528,1,NEW YORK NY,Securities Broker/Dealer,2,"New York, NY, USA",40.7127837,-74.0059413
3,,"GS DIRECT, L.L.C.",3932317,2,NEW YORK NY,Domestic Entity Other,3,"New York, NY, USA",40.7127837,-74.0059413
4,,GS DIRECT PHARMA LIMITED,3996935,3,EBENE MAURITIUS,International Nonbank Sub of Domestic Entities,4,"Ebène, Mauritius",-20.2418916,57.4895998
5,,GS CHROMA HOLDINGS LIMITED,3996953,3,EBENE MAURITIUS,International Nonbank Sub of Domestic Entities,4,"Ebène, Mauritius",-20.2418916,57.4895998
6,,GS PHERECLUS HOLDINGS LIMITED,4009328,3,EBENE MAURITIUS,International Nonbank Sub of Domestic Entities,4,"Ebène, Mauritius",-20.2418916,57.4895998
7,,GS DIRECT GD LIMITED,4009337,3,EBENE MAURITIUS,International Nonbank Sub of Domestic Entities,4,"Ebène, Mauritius",-20.2418916,57.4895998
8,,GS LOGISTICS HOLDINGS LTD,4009346,3,EBENE MAURITIUS,International Nonbank Sub of Domestic Entities,4,"Ebène, Mauritius",-20.2418916,57.4895998
9,,GS TREASURE S.A R.L.,4021599,3,LUXEMBOURG LUXEMBOUR G,International Nonbank Sub of Domestic Entities,4,"Luxembourg City, Luxembourg",49.611621,6.1319346
10,,GS DIRECT VALENTINE HOLDINGS,4369442,3,GEORGE TOWN CAYMAN ISLANDS,International Nonbank Sub of Domestic Entities,4,"George Town, Cayman Islands",19.2869323,-81.3674389
11,,GS HEAL HOLDINGS LIMITED,4436205,3,EBENE MAURITIUS,International Nonbank Sub of Domestic Entities,4,"Ebène, Mauritius",-20.2418916,57.4895998
12,,"WATERCUBE HOLDINGS, L.L.C.",4462642,3,NEW YORK NY,Domestic Entity Other,4,"New York, NY, USA",40.7127837,-74.0059413
13,,GOLDMAN SACHS PARIS INC. ET CIE,3936276,2,PARIS FRANCE,International Nonbank Sub of Domestic Entities,3,"Paris, France",48.856614,2.3522219
14,+,WHITEHALL STREET INTERNATIONAL REAL ESTATE LIMITED PARTNERSHIP 2008,3999310,2,NEW YORK NY,Domestic Entity Other,3,"New York, NY, USA",40.7127837,-74.0059413
15,+,GOLDMAN SACHS PARTICIPACOES LTDA.,4005647,2,SAO PAULO BRAZIL,International Nonbank Sub of Domestic Entities,3,"São Paulo, State of São Paulo, Brazil",-23.5505199,-46.6333094
16,,"GS MEZZANINE PARTNERS V OFFSHORE FUND, L.L.C.",4010575,2,NEW YORK NY,Domestic Entity Other,3,"New York, NY, USA",40.7127837,-74.0059413
17,,"GS MEZZANINE PARTNERS V OFFSHORE FUND, L.P.",3932474,16,GEORGE TOWN CAYMAN ISLANDS,International Nonbank Sub of Domestic Entities,4,"George Town, Cayman Islands",19.2869323,-81.3674389
18,+,GS LUX MANAGEMENT SERVICES S.A R.L.,4383532,17,LUXEMBOURG LUXEMBOUR G,International Nonbank Sub of Domestic Entities,5,"Luxembourg City, Luxembourg",49.611621,6.1319346
19,,"GSMP V OFFSHORE HOLDINGS, LTD.",4565169,17,GEORGE TOWN CAYMAN ISLANDS,International Nonbank Sub of Domestic Entities,5,"George Town, Cayman Islands",19.2869323,-81.3674389
20,,"GSMP V OFFSHORE HOLDINGS, L.P.",4565187,19,GEORGE TOWN CAYMAN ISLANDS,International Nonbank Sub of Domestic Entities,6,"George Town, Cayman Islands",19.2869323,-81.3674389
21,,"GSMP V OFFSHORE INTERNATIONAL, LTD.",3990698,20,GEORGE TOWN CAYMAN ISLANDS,International Nonbank Sub of Domestic Entities,7,"George Town, Cayman Islands",19.2869323,-81.3674389
22,+,UMBRELLASTREAM LIMITED PARTNERSHIP INCORPORATED,4224363,21,ST. PETER PORT GUERNSEY,Foreign Entity Other,8,"Saint Peter Port, Guernsey",49.4541677,-2.5497069
23,,GSMP V OFFSHORE S.A R.L.,3990728,20,LUXEMBOURG LUXEMBOUR G,International Nonbank Sub of Domestic Entities,7,"Luxembourg City, Luxembourg",49.611621,6.1319346
24,,"GSMP V OFFSHORE INVESTMENT FUND, LTD.",3990755,20,GEORGE TOWN CAYMAN ISLANDS,International Nonbank Sub of Domestic Entities,7,"George Town, Cayman Islands",19.2869323,-81.3674389
25,,"GSMP V OFFSHORE US, LTD.",3996654,20,GEORGE TOWN CAYMAN ISLANDS,International Nonbank Sub of Domestic Entities,7,"George Town, Cayman Islands",19.2869323,-81.3674389
26,,"GSMP V OFFSHORE HOLDINGS, L.P.",4565187,17,GEORGE TOWN CAYMAN ISLANDS,International Nonbank Sub of Domestic Entities,5,"George Town, Cayman Islands",19.2869323,-81.3674389
27,,"GSMP V OFFSHORE INTERNATIONAL, LTD.",3990698,26,GEORGE TOWN CAYMAN ISLANDS,International Nonbank Sub of Domestic Entities,6,"George Town, Cayman Islands",19.2869323,-81.3674389
28,+,UMBRELLASTREAM LIMITED PARTNERSHIP INCORPORATED,4224363,27,ST. PETER PORT GUERNSEY,Foreign Entity Other,7,"Saint Peter Port, Guernsey",49.4541677,-2.5497069
29,,GSMP V OFFSHORE S.A R.L.,3990728,26,LUXEMBOURG LUXEMBOUR G,International Nonbank Sub of Domestic Entities,6,"Luxembourg City, Luxembourg",49.611621,6.1319346
30,,"GSMP V OFFSHORE INVESTMENT FUND, LTD.",3990755,26,GEORGE TOWN CAYMAN ISLANDS,International Nonbank Sub of Domestic Entities,6,"George Town, Cayman Islands",19.2869323,-81.3674389
31,,"GSMP V OFFSHORE US, LTD.",3996654,26,GEORGE TOWN CAYMAN ISLANDS,International Nonbank Sub of Domestic Entities,6,"George Town, Cayman Islands",19.2869323,-81.3674389
32,,"STONE STREET PEP TECHNOLOGY 2000, L.L.C.",4019121,2,NEW YORK NY,Domestic Entity Other,3,"New York, NY, USA",40.7127837,-74.0059413
33,,"STONE STREET PEP TECHNOLOGY FUND 2000, L.P.",4020323,32,NEW YORK NY,Domestic Entity Other,4,"New York, NY, USA",40.7127837,-74.0059413
34,,PEP TECH INVESTMENT GENERAL PARTNERSHIP,4584601,33,NEW YORK NY,Domestic Entity Other,5,"New York, NY, USA",40.7127837,-74.0059413
35,,"BRIDGE STREET PEP TECHNOLOGY FUND 2000, L.P.",4020350,32,NEW YORK NY,Domestic Entity Other,4,"New York, NY, USA",40.7127837,-74.0059413
36,,PROSIGHT EQUITY MANAGEMENT INC.,4250456,2,NEW YORK NY,Domestic Entity Other,3,"New York, NY, USA",40.7127837,-74.0059413
37,,PROSIGHT INVESTMENT LLC,4250429,36,NEW YORK NY,Domestic Entity Other,4,"New York, NY, USA",40.7127837,-74.0059413
38,,PROSIGHT GLOBAL HOLDINGS LIMITED,4383840,37,HAMILTON BERMUDA,International Nonbank Sub of Domestic Entities,5,"Hamilton, Bermuda",32.2945837,-64.7858887
39,,"PROSIGHT GLOBAL, INC.",4250867,38,MORRISTOWN NJ,Domestic Entity Other,6,"Morristown, NJ 07960, USA",40.7967667,-74.4815438
