Idx,Note,Name,Id_Rssd,Parent,Loc,Type,Tier,label,lat,lng
1,,"BNP PARIBAS USA, INC.",1575569,,NEW YORK NY,Intermediate Holding Companies,1,"New York, NY",40.7127837,-74.0059413
2,,FRENCH AMERICAN BANKING CORPORATION,635813,1,NEW YORK NY,Article XII New York Investment Company,2,"New York, NY",40.7127837,-74.0059413
3,,"COOPERNEFF GROUP, INC.",2291576,2,KING OF PRUSSIA PA,Domestic Entity Other,3,"King of Prussia, PA",40.1012856,-75.3835525
4,,"BNP PARIBAS FINANCIAL SERVICES, LLC",3302750,3,KING OF PRUSSIA PA,Domestic Entity Other,4,"King of Prussia, PA",40.1012856,-75.3835525
5,+,"BNP PARIBAS INVESTMENT SERVICES, LLC",2736246,2,MIAMI FL,Securities Broker/Dealer,3,"Miami, FL",25.7616798,-80.1917902
6,,BANCWEST CORPORATION,5005998,2,SAN FRANCISCO CA,Bank Holding Company,3,"San Francisco, CA",37.7749295,-122.4194155
7,,"FIRST HAWAIIAN, INC.",1025608,6,HONOLULU HI,Financial Holding Company - Domestic,4,"Honolulu, HI",21.3069444,-157.8583333
8,,FIRST HAWAIIAN BANK,980661,7,HONOLULU HI,Non-member Bank,5,"Honolulu, HI",21.3069444,-157.8583333
9,,"FHL SPC ONE, INC.",2254553,8,HONOLULU HI,Domestic Entity Other,6,"Honolulu, HI",21.3069444,-157.8583333
10,,"FIRST HAWAIIAN LEASING, INC.",2530668,8,HONOLULU HI,Domestic Entity Other,6,"Honolulu, HI",21.3069444,-157.8583333
11,,"BANKERS CLUB, INC., THE",2592992,8,HONOLULU HI,Domestic Entity Other,6,"Honolulu, HI",21.3069444,-157.8583333
12,,"CENTER CLUB, INC.",2593047,8,HONOLULU HI,Domestic Entity Other,6,"Honolulu, HI",21.3069444,-157.8583333
13,,BISHOP STREET CAPITAL MANAGEMENT CORPORATION,2900449,8,HONOLULU HI,Domestic Entity Other,6,"Honolulu, HI",21.3069444,-157.8583333
14,,"REAL ESTATE DELIVERY 2, INC.",3921704,8,HONOLULU HI,Domestic Entity Other,6,"Honolulu, HI",21.3069444,-157.8583333
15,,FHB GUAM TRUST CO.,4295288,8,TAMUNING GUAM,Domestic Entity Other,6,"Tamuning, Guam",13.5027167,144.8016402
16,,"HAWAII EQUITY FUND IV, LLC",4835264,8,HONOLULU HI,Domestic Entity Other,6,"Honolulu, HI",21.3069444,-157.8583333
17,+,KALEPA VILLAGE PARTNERS,4841809,16,LIHUE HI,Domestic Entity Other,7,"Lihue, HI",21.9811111,-159.3711111
