Idx,Note,Name,Id_Rssd,Parent,Loc,Type,Tier,label,lat,lng
1,,BMO FINANCIAL CORP.,1245415,,WILMINGTON DE,Intermediate Holding Companies,1,"Wilmington, DE, USA",39.7390721,-75.5397878
2,,BMO HARRIS BANK NATIONAL ASSOCIATION,75633,1,CHICAGO IL,National Bank,2,"Chicago, IL, USA",41.8781136,-87.6297982
3,,BMO HARRIS EQUIPMENT FINANCE COMPANY,1087147,2,MILWAUKEE WI,Domestic Entity Other,3,"Milwaukee, WI, USA",43.0389025,-87.9064736
4,,BMO HARRIS INVESTMENT COMPANY LLC,2003863,2,LAS VEGAS NV,Domestic Entity Other,3,"Las Vegas, NV, USA",36.1699412,-115.1398296
5,,"HARRIS CAPITAL HOLDINGS, INC.",2780977,2,CHICAGO IL,Domestic Entity Other,3,"Chicago, IL, USA",41.8781136,-87.6297982
6,,HARRIS PREFERRED CAPITAL CORPORATION,2651684,5,CHICAGO IL,Domestic Entity Other,4,"Chicago, IL, USA",41.8781136,-87.6297982
7,,M&I MORTGAGE REINSURANCE CORPORATION,3008409,2,BURLINGTON VT,Domestic Entity Other,3,"Burlington, VT, USA",44.4758825,-73.212072
8,,"O.B.W.B., LLC",3717701,2,CEDARBURG WI,Domestic Entity Other,3,"Cedarburg, WI, USA",43.2966716,-87.9875898
9,,PIAGGIO 1207 FRACTIONAL TRUST,4392196,2,SALT LAKE CITY UT,Domestic Entity Other,3,"Salt Lake City, UT, USA",40.7607793,-111.8910474
10,,"BMO HARRIS AGRICULTURAL INSURANCE, INC.",4466172,2,CHICAGO IL,Domestic Entity Other,3,"Chicago, IL, USA",41.8781136,-87.6297982
11,,BMO HARRIS CENTRAL NATIONAL ASSOCIATION,3353154,1,ROSELLE IL,National Bank,2,"Roselle, IL, USA",41.9847504,-88.0797933
12,,"BMO HARRIS FINANCIAL ADVISORS, INC.",3403200,1,CHICAGO IL,Securities Broker/Dealer,2,"Chicago, IL, USA",41.8781136,-87.6297982
13,,"BMO INVESTMENT DISTRIBUTORS, LLC",3685921,1,MILWAUKEE WI,Securities Broker/Dealer,2,"Milwaukee, WI, USA",43.0389025,-87.9064736
14,,"PSPS HOLDINGS, LLC",3917798,1,CHICAGO IL,Domestic Entity Other,2,"Chicago, IL, USA",41.8781136,-87.6297982
15,,"STOKER OSTLER WEALTH ADVISORS, INC.",3974988,1,SCOTTSDALE AZ,Domestic Entity Other,2,"Scottsdale, AZ, USA",33.4941704,-111.9260519
