Idx,Note,Name,Id_Rssd,Parent,Loc,Type,Tier,label,lat,lng
1,,STATE STREET CORPORATION,1111435,,BOSTON MA,Financial Holding Company - Domestic,1,"Boston, MA, USA",42.3600825,-71.0588801
2,,STATE STREET BANK AND TRUST COMPANY,35301,1,BOSTON MA,State Member Bank,2,"Boston, MA, USA",42.3600825,-71.0588801
3,,"STATE STREET BANK AND TRUST COMPANY, N.A.",93619,2,NEW YORK NY,Non-deposit Trust Company - Member,3,"New York, NY, USA",40.7127837,-74.0059413
4,,STATE STREET INTERNATIONAL HOLDINGS,348104,2,BOSTON MA,Edge Corporation - Investment,3,"Boston, MA, USA",42.3600825,-71.0588801
5,,STATE STREET LONDON LIMITED,1184242,4,LONDON ENGLAND,International Nonbank Sub of Domestic Entities,4,"London, UK",51.5073509,-0.1277583
6,,"STATE STREET TRUST COMPANY, CANADA",1897010,4,TORONTO CANADA,International Nonbank Sub of Domestic Entities,4,"Toronto, ON, Canada",43.653226,-79.3831843
7,,"STATE STREET BANQUE, S.A.",1930010,4,PARIS FRANCE,International Bank of U.S. Depository - Edge or Trust Co.,4,"Paris, France",48.856614,2.3522219
8,,STATE STREET NEW ZEALAND LIMITED,1930029,4,WELLINGTON NEW ZEALAND,Data Processing Servicer,4,"Wellington, New Zealand",-41.2864603,174.776236
9,,"STATE STREET TRUST AND BANKING COMPANY, LIMITED",1939648,4,TOKYO JAPAN,International Nonbank Sub of Domestic Entities,4,"Tokyo, Japan",35.6894875,139.6917064
10,,STATE STREET TRUST (HK) LIMITED,2160850,4,HONG KONG HONG KONG,International Nonbank Sub of Domestic Entities,4,Hong Kong,22.396428,114.109497
11,,"STATE STREET FUND SERVICES TORONTO, INC.",2269463,4,TORONTO CANADA,International Nonbank Sub of Domestic Entities,4,"Toronto, ON, Canada",43.653226,-79.3831843
12,,STATE STREET EUROPE LIMITED,2694663,4,LONDON ENGLAND,International Nonbank Sub of Domestic Entities,4,"London, UK",51.5073509,-0.1277583
13,,STATE STREET TRUSTEES LIMITED,2694636,12,LONDON ENGLAND,International Nonbank Sub of Domestic Entities,5,"London, UK",51.5073509,-0.1277583
14,,STATE STREET GLOBAL MARKETS INTERNATIONAL LIMITED,3005387,12,LONDON ENGLAND,International Nonbank Sub of Domestic Entities,5,"London, UK",51.5073509,-0.1277583
15,,STATE STREET (UK) SERVICE COMPANY LIMITED,4318972,12,LONDON ENGLAND,International Nonbank Sub of Domestic Entities,5,"London, UK",51.5073509,-0.1277583
16,,STATE STREET CUSTODY SERVICES (GUERNSEY) LIMITED,2981019,4,SAINT PETER PORT CHANNEL ISLANDS,International Nonbank Sub of Domestic Entities,4,"Saint Peter Port, Guernsey",49.4541677,-2.5497069
17,,OFFSHORE FINANCIAL SOLUTIONS LTD,3149768,4,GEORGE TOWN CAYMAN ISLANDS,International Nonbank Sub of Domestic Entities,4,"George Town, Cayman Islands",19.2869323,-81.3674389
18,,SAIL TRUST,4361884,17,GEORGETOW N CAYMAN ISLANDS,International Nonbank Sub of Domestic Entities,5,"George Town, Cayman Islands",19.2869323,-81.3674389
19,,LASER TRUST,4361914,17,GEORGE TOWN CAYMAN ISLANDS,International Nonbank Sub of Domestic Entities,5,"George Town, Cayman Islands",19.2869323,-81.3674389
20,,STATE STREET SYNTEL SERVICES (MAURITIUS) LIMITED,3387971,4,PORT LOUIS MAURITIUS,International Nonbank Sub of Domestic Entities,4,"Port Louis, Mauritius",-20.1608912,57.5012222
21,,STATE STREET SYNTEL SOURCING PRIVATE LIMITED,3387980,20,MUMBAI INDIA,Data Processing Servicer,5,"Mumbai, Maharashtra, India",19.0759837,72.8776559
22,,"STATE STREET TECHNOLOGY ZHEJIANG CO.,LTD.",3407356,4,"HANGZHOU CHINA, PEOPLES REPUBLIC OF",International Nonbank Sub of Domestic Entities,4,"Hangzhou, Zhejiang, China",30.274085,120.15507
23,,STATE STREET GCM CLEARING NOMINEES LIMITED,3452271,4,LONDON ENGLAND,International Nonbank Sub of Domestic Entities,4,"London, UK",51.5073509,-0.1277583
24,,SSISEARCH LIMITED,3787692,4,SUTTON SURREY UNITED KINGDOM,Data Processing Servicer,4,"Sutton, UK",51.3614279,-0.193961
25,,STATE STREET INTERNATIONAL HOLDINGS SWITZERLAND GMBH,3849031,4,STEINHAUSEN SWITZERLAN D,International Nonbank Sub of Domestic Entities,4,"Steinhausen, Switzerland",47.197193,8.4850173
26,,STATE STREET ASIA LIMITED,1174300,25,HONG KONG HONG KONG,International Nonbank Sub of Domestic Entities,5,Hong Kong,22.396428,114.109497
27,,STATE STREET MALAYSIA SDN BHD,4549963,26,KUALA LUMPUR MALAYSIA,International Nonbank Sub of Domestic Entities,6,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.139003,101.686855
28,,STATE STREET TRUST (SG) LIMITED,4576521,26,SINGAPORE SINGAPORE,International Nonbank Sub of Domestic Entities,6,Singapore,1.352083,103.819836
29,,STATE STREET AUSTRALIA LIMITED,1184251,25,SYDNEY AUSTRALIA,International Nonbank Sub of Domestic Entities,5,"Sydney NSW, Australia",-33.8688197,151.2092955
30,,SS SCARBOROUGH PTY LIMITED,4300605,29,SYDNEY AUSTRALIA,International Nonbank Sub of Domestic Entities,6,"Sydney NSW, Australia",-33.8688197,151.2092955
31,,SS BORROWDALE PTY LIMITED,4300614,30,SYDNEY AUSTRALIA,International Nonbank Sub of Domestic Entities,7,"Sydney NSW, Australia",-33.8688197,151.2092955
32,,INVESTORS TRUST HOLDINGS IRELAND,2479105,25,DUBLIN IRELAND,International Nonbank Sub of Domestic Entities,5,"Dublin, Ireland",53.3498053,-6.2603097
33,,INVESTORS TRUST & CUSTODIAL SERVICES (IRELAND) LIMITED,2479123,32,DUBLIN IRELAND,International Nonbank Sub of Domestic Entities,6,"Dublin, Ireland",53.3498053,-6.2603097
34,,STATE STREET AIF MANAGEMENT COMPANY (IRELAND) LIMITIED,2479208,32,DUBLIN IRELAND,Data Processing Servicer,6,"Dublin, Ireland",53.3498053,-6.2603097
