Idx,Note,Name,Id_Rssd,Parent,Loc,Type,Tier,label,lat,lng
1,,FIFTH THIRD BANCORP,1070345,,CINCINNATI OH,Financial Holding Company - Domestic,1,"Cincinnati, OH, USA",39.1031182,-84.5120196
2,,FIFTH THIRD FINANCIAL CORPORATION,2990244,1,CINCINNATI OH,Financial Holding Company - Domestic,2,"Cincinnati, OH, USA",39.1031182,-84.5120196
3,,"FIFTH THIRD CAPITAL HOLDINGS, LLC",3819593,2,CINCINNATI OH,Domestic Entity Other,3,"Cincinnati, OH, USA",39.1031182,-84.5120196
4,,FIFTH THIRD BANK,723112,2,CINCINNATI OH,State Member Bank,3,"Cincinnati, OH, USA",39.1031182,-84.5120196
5,,FIFTH THIRD EQUIPMENT FINANCE COMPANY,1070363,4,CINCINNATI OH,Domestic Entity Other,4,"Cincinnati, OH, USA",39.1031182,-84.5120196
6,+,FIFTH THIRD COMMERCIAL FUNDING INC,2592853,5,LAS VEGAS NV,Domestic Entity Other,5,"Las Vegas, NV, USA",36.1699412,-115.1398296
7,,FIFTH THIRD AUTO LEASING TRUST,2757915,5,WILMINGTON DE,Domestic Entity Other,5,"Wilmington, DE, USA",39.7390721,-75.5397878
8,,"OLD KENT MORTGAGE SERVICES, INC.",2166142,4,GRAND RAPIDS MI,Domestic Entity Other,4,"Grand Rapids, MI, USA",42.9633599,-85.6680863
9,,"FIFTH THIRD MORTGAGE-MI, LLC",3072606,8,GRAND RAPIDS MI,Domestic Entity Other,5,"Grand Rapids, MI, USA",42.9633599,-85.6680863
10,,FIFTH THIRD INTERNATIONAL COMPANY,2235440,4,CINCINNATI OH,Agreement Corporation - Investment,4,"Cincinnati, OH, USA",39.1031182,-84.5120196
11,,FIFTH THIRD TRADE SERVICES LIMITED,2402783,10,KOWLOON HONG KONG,International Nonbank Sub of Domestic Entities,5,"Kowloon, Hong Kong",22.3185673,114.1796057
12,,"FIFTH THIRD SECURITIES, INC.",2384713,4,CINCINNATI OH,Securities Broker/Dealer,4,"Cincinnati, OH, USA",39.1031182,-84.5120196
13,,FIFTH THIRD COMMERCIAL FUNDING INC,2592853,4,LAS VEGAS NV,Domestic Entity Other,4,"Las Vegas, NV, USA",36.1699412,-115.1398296
14,,"FIFTH THIRD INSURANCE AGENCY, INC.",2712941,4,CINCINNATI OH,Domestic Entity Other,4,"Cincinnati, OH, USA",39.1031182,-84.5120196
15,,FIFTH THIRD MORTGAGE COMPANY,2712969,4,CINCINNATI OH,Domestic Entity Other,4,"Cincinnati, OH, USA",39.1031182,-84.5120196
16,,FIFTH THIRD MORTGAGE INSURANCE REINSURANCE COMPANY,2755247,4,BURLINGTON VT,Domestic Entity Other,4,"Burlington, VT, USA",44.4758825,-73.212072
17,,"FIFTH THIRD HOLDINGS, LLC",2971878,4,ROLLING MEADOWS IL,Domestic Entity Other,4,"Rolling Meadows, IL, USA",42.0841936,-88.0131275
18,,"FIFTH THIRD HOLDINGS FUNDING, LLC",3671746,17,ROLLING MEADOWS IL,Domestic Entity Other,5,"Rolling Meadows, IL, USA",42.0841936,-88.0131275
19,,"FIFTH THIRD CONDUIT HOLDINGS, LLC",3902440,17,ROLLING MEADOWS IL,Domestic Entity Other,5,"Rolling Meadows, IL, USA",42.0841936,-88.0131275
20,,CLEARARC CAPITAL INC.,3025367,4,CINCINNATI OH,Securities Broker/Dealer,4,"Cincinnati, OH, USA",39.1031182,-84.5120196
21,,GNB MANAGEMENT LLC,3090374,4,ROLLING MEADOWS IL,Domestic Entity Other,4,"Rolling Meadows, IL, USA",42.0841936,-88.0131275
22,,GNB REALTY LLC,3090383,21,ROLLING MEADOWS IL,Domestic Entity Other,5,"Rolling Meadows, IL, USA",42.0841936,-88.0131275
23,,VANTIV HOLDINGS LLC,3939026,4,WILMINGTON DE,Domestic Entity Other,4,"Wilmington, DE, USA",39.7390721,-75.5397878
24,,VANTIV LLC,3939044,23,WILMINGTON DE,Domestic Entity Other,5,"Wilmington, DE, USA",39.7390721,-75.5397878
25,,CARD MANAGEMENT COMPANY LLC,2838270,24,EVANSVILLE IN,Domestic Entity Other,6,"Evansville, IN, USA",37.9715592,-87.5710898
26,,CITYWIDE CINCINNATI DEVELOPMENT FUND 4 LLC,4352248,4,CINCINNATI OH,Domestic Entity Other,4,"Cincinnati, OH, USA",39.1031182,-84.5120196
27,,5/3 PREMIER NMTC INVESTMENT FUND LLC,4418890,4,COLUMBUS OH,Domestic Entity Other,4,"Columbus, OH, USA",39.9611755,-82.9987942
28,,FTNM-4 CDE LLC,4229395,27,COLUMBUS OH,Domestic Entity Other,5,"Columbus, OH, USA",39.9611755,-82.9987942
29,,CREA FTB TAX CREDIT FUND 42 LLC,4805043,4,DOVER DE,Domestic Entity Other,4,"Dover, DE, USA",39.158168,-75.5243682
30,,CREA ROMWEBER FLATS II LLC,4558415,29,DOVER DE,Domestic Entity Other,5,"Dover, DE, USA",39.158168,-75.5243682
31,,RW FLATS II LP,4558424,29,BATESVILLE IN,Domestic Entity Other,5,"Batesville, IN 47006, USA",39.3000511,-85.222184
32,,CREA LLOYD HOUSE II LLC,5046656,29,INDIANAPOLIS IN,Domestic Entity Other,5,"Indianapolis, IN, USA",39.768403,-86.158068
