Idx,Note,Name,Id_Rssd,Parent,Loc,Type,Tier,label,lat,lng
1,,BB&T CORPORATION,1074156,,WINSTON SALEM NC,Financial Holding Company - Domestic,1,"Winston-Salem, NC",36.0998596,-80.244216
2,,BRANCH BANKING AND TRUST COMPANY,852320,1,WINSTON SALEM NC,Non-member Bank,2,"Winston-Salem, NC",36.0998596,-80.244216
3,,"BB&T CREDIT SERVICES, INC.",2043485,2,GREENSBORO NC,Finance Company,3,"Greensboro, NC",36.0726354,-79.7919754
4,,"BB&T INVESTMENT SERVICES, INC.",2115364,2,CHARLOTTE NC,Securities Broker/Dealer,3,"Charlotte, NC",35.2270869,-80.8431267
5,,"BB&T LEADERSHIP INSTITUTE, INC., THE",2172095,2,HIGH POINT NC,Domestic Entity Other,3,"High Point, NC",35.9556923,-80.0053176
6,+,"MARYLAND TITLE CENTER, LLC",2609087,2,FREDERICK MD,Domestic Entity Other,3,"Frederick, MD",39.4142688,-77.4105409
7,,"SUSQUEHANNA COMMERCIAL FINANCE, INC.",2685951,2,MALVERN PA,Finance Company,3,"Malvern, PA",40.0362184,-75.5138118
8,,CARROLL COUNTY DEVELOPMENT CORPORATION,2723974,2,WESTMINSTE R MD,Domestic Entity Other,3,"Westminster, MD",39.5753791,-76.9958149
9,,"STONEBRIDGE APARTMENTS, L.P.",2869425,2,VALDOSTA GA,Domestic Entity Other,3,"Valdosta, GA",30.8327022,-83.2784851
10,,"BB&T CAPITAL PARTNERS, L.L.C.",2886459,2,WINSTON- SALEM NC,Domestic Entity Other,3,"Winston-Salem, NC",36.0998596,-80.244216
11,,GRANDBRIDGE REAL ESTATE CAPITAL LLC,2954330,2,CHARLOTTE NC,Domestic Entity Other,3,"Charlotte, NC",35.2270869,-80.8431267
12,,BB&T REAL ESTATE FUNDING LLC,3663778,11,CHARLOTTE NC,Domestic Entity Other,4,"Charlotte, NC",35.2270869,-80.8431267
13,,"GRANDBRIDGE INVESTMENT SALES, INC.",4465728,11,CHARLOTTE NC,Domestic Entity Other,4,"Charlotte, NC",35.2270869,-80.8431267
14,,BB&T COMMUNITY HOLDINGS CO.,3106677,2,WINSTON- SALEM NC,Domestic Entity Other,3,"Winston-Salem, NC",36.0998596,-80.244216
15,,BB&T COLLATERAL SERVICE CORPORATION,3115071,2,WINSTON- SALEM NC,Domestic Entity Other,3,"Winston-Salem, NC",36.0998596,-80.244216
16,,BB&T COLLATERAL SERVICE CORPORATION,3115080,2,CHARLESTON WV,Domestic Entity Other,3,"Charleston, WV",38.3498195,-81.6326234
17,,BB&T COLLATERAL SERVICE CORPORATION,3115099,2,KNOXVILLE TN,Domestic Entity Other,3,"Knoxville, TN",35.9606384,-83.9207392
18,,BB&T-VA COLLATERAL SERVICE CORPORATION,3115101,2,RICHMOND VA,Domestic Entity Other,3,"Richmond, VA",37.5407246,-77.4360481
19,,"BB&T INSTITUTIONAL INVESTMENT ADVISERS, INC.",3134438,2,GREENVILLE SC,Domestic Entity Other,3,"Greenville, SC",34.8526176,-82.3940104
20,,BB&T MORTGAGE REINSURANCE COMPANY,3146002,2,BURLINGTON VT,Domestic Entity Other,3,"Burlington, VT",44.4758825,-73.212072
21,,"BB&T CAPITAL PARTNERS/WINDSOR MEZZANINE FUND, LLC",3341049,2,WINSTON- SALEM NC,Domestic Entity Other,3,"Winston-Salem, NC",36.0998596,-80.244216
22,,COMMUNITY EQUITY FUND VIII-A LIMITED PARTNERSHIP,3435489,2,RALEIGH NC,Domestic Entity Other,3,"Raleigh, NC",35.7795897,-78.6381787
23,,MUIRWOOD GREENE LIMITED PARTNERSHIP,5079766,22,ROMNEY WV,Domestic Entity Other,4,"Romney, WV",39.3420431,-78.7566839
24,,"BECO APARTMENTS, LP",5080502,22,REIDSVILLE NC,Domestic Entity Other,4,"Reidsville, NC",36.3548586,-79.6644747
25,,"BENNETTSVILLE DOWNTOWN, LP",5080511,22,BENNETTSVIL LE SC,Domestic Entity Other,4,"Bennettsville, SC",34.6173803,-79.6847814
26,,"BERKELEY SPRING HOUSING ASSOCIATES, LLC",5080520,22,RALEIGH NC,Domestic Entity Other,4,"Raleigh, NC",35.7795897,-78.6381787
27,,BERTIE MEMORIAL LIMITED PARTNERSHIP,5080548,22,WINDSOR NC,Domestic Entity Other,4,"Windsor, NC",35.9984925,-76.9460641
28,,"BRYSON CREEK, LP",5080557,22,BRYSON CITY NC,Domestic Entity Other,4,"Bryson City, NC",35.4309291,-83.4473809
29,,CEDAR TRACE LANDINGS LP,5080566,22,LAURINBURG NC,Domestic Entity Other,4,"Laurinburg, NC",34.7740494,-79.4628248
30,,"CHESTERFIELD VILLAGE APARTMENTS, LLC",5080708,22,CHARLESTON WV,Domestic Entity Other,4,"Charleston, WV",38.3498195,-81.6326234
31,,FOXRUN RIDGE LP,5080717,22,ALBEMARLE NC,Domestic Entity Other,4,"Albemarle, NC",35.3501426,-80.2000578
32,,HEATHERTON PARK LIMITED PARTNERSHIP,5080726,22,JACKSONVILL E NC,Domestic Entity Other,4,"Jacksonville, NC",34.7540524,-77.4302414
33,,"HIGHLAND PARK MILL, LLC",5080735,22,ROCK HILL SC,Domestic Entity Other,4,"Rock Hill, SC",34.9248667,-81.0250784
34,,KILMARNOCK VILLAGE LIMITED PARTNERSHIP,5080744,22,KILMARNOCK VA,Domestic Entity Other,4,"Kilmarnock, VA",37.7104135,-76.379669
35,,LA GRANGE VILLAS LIMITED PARTNERSHIP,5080753,22,LA GRANGE NC,Domestic Entity Other,4,"La Grange, NC",35.3068292,-77.7880337
36,,"LISBON SQUARE, LLC",5080762,22,CLINTON NC,Domestic Entity Other,4,"Clinton, NC",34.9979453,-78.3233325
37,,PINECREST MANOR APARTMENTS LIMITED PARTNERSHIP,5080771,22,CHARLOTTE NC,Domestic Entity Other,4,"Charlotte, NC",35.2270869,-80.8431267
38,,ROBINS PARK LIMITED PARTNERSHIP,5080780,22,ROBBINSVILLE NC,Domestic Entity Other,4,"Robbinsville, NC",35.322866,-83.807399
39,,TILGHMAN SQUARE II LIMITED PARTNERSHIP,5080799,22,DUNN NC,Domestic Entity Other,4,"Dunn, NC",35.3062743,-78.6089028
40,,"WEST END SENIOR SCHOOL, LLC",5080801,22,HENDERSON NC,Domestic Entity Other,4,"Henderson, NC",36.3295905,-78.3991638
41,,OLD DOMINION INVESTORS LIMITED PARTNERSHIP,3435519,2,POTOMAC MD,Domestic Entity Other,3,"Potomac, MD",39.0181651,-77.2085914
42,,"RUSSELL I, LTD.",3435603,2,LOUISVILLE KY,Domestic Entity Other,3,"Louisville, KY",38.2526647,-85.7584557
