Idx,Note,Name,Id_Rssd,Parent,Loc,Type,Tier,label,lat,lng
1,,DB USA CORPORATION,2816906,,NEW YORK NY,Intermediate Holding Companies,1,"New York, NY",40.7127837,-74.0059413
2,,DEUTSCHE BANK TRUST CORPORATION,1032473,1,NEW YORK NY,Financial Holding Company - Domestic,2,"New York, NY",40.7127837,-74.0059413
3,,"DB SERVICES NEW JERSEY, INC.",1033162,2,JERSEY CITY NJ,Domestic Entity Other,3,"Jersey City, NJ",40.7281575,-74.0776417
4,,DB PRIVATE CLIENTS CORP.,1150498,2,NEW YORK NY,Domestic Entity Other,3,"New York, NY",40.7127837,-74.0059413
5,,DB (PACIFIC) LIMITED,1190814,2,WILMINGTON DE,Domestic Entity Other,3,"Wilmington, DE",39.7390721,-75.5397878
6,,DB HOLDINGS (SOUTH AMERICA) LIMITED,1647167,5,WILMINGTON DE,Domestic Entity Other,4,"Wilmington, DE",39.7390721,-75.5397878
7,,DEUTSCHE INVERSIONES LIMITADA,2093743,5,SANTIAGO CHILE,International Nonbank Sub of Domestic Entities,4,"Santiago, Chile",-33.4488897,-70.6692655
8,,"DEUTSCHE BANK HOLDINGS, INC.",1458886,2,NEW YORK NY,Domestic Entity Other,3,"New York, NY",40.7127837,-74.0059413
9,,DEUTSCHE BANK NATIONAL TRUST COMPANY,670560,8,LOS ANGELES CA,Non-deposit Trust Company - Member,4,"Los Angeles, CA",34.0522342,-118.2436849
10,,"DB SERVICES AMERICAS, INC.",1968479,8,JACKSONVILL E FL,Domestic Entity Other,4,"Jacksonville, FL",30.3321838,-81.655651
11,,HERTZ CAR EXCHANGE INC.,3417494,10,BOSTON MA,Domestic Entity Other,5,"Boston, MA",42.3600825,-71.0588801
12,,SUNBELT RENTALS EXCHANGE INC.,3834792,10,BOSTON MA,Domestic Entity Other,5,"Boston, MA",42.3600825,-71.0588801
13,,BAL SERVICING CORPORATION,3885507,10,BOSTON MA,Domestic Entity Other,5,"Boston, MA",42.3600825,-71.0588801
14,,DEUTSCHE BANK TRUST COMPANY AMERICAS,214807,2,NEW YORK NY,State Member Bank,3,"New York, NY",40.7127837,-74.0059413
15,,"BLUE CORK, INC.",2634539,14,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
16,,DB PRIVATE WEALTH MORTGAGE LTD.,3599970,14,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
17,,DB LIKE-KIND EXCHANGE SERVICES CORP.,3813984,14,BOSTON MA,Domestic Entity Other,4,"Boston, MA",42.3600825,-71.0588801
18,,"ENTERPRISE FLEET MANAGEMENT EXCHANGE, INC.",4130138,17,BOSTON MA,Domestic Entity Other,5,"Boston, MA",42.3600825,-71.0588801
19,,"VEXCO, LLC",4222408,17,BOSTON MA,Domestic Entity Other,5,"Boston, MA",42.3600825,-71.0588801
20,,"PPCENTER, INC.",4310686,17,BOSTON MA,Domestic Entity Other,5,"Boston, MA",42.3600825,-71.0588801
21,,"PTL FLEET SALES, INC.",4370411,17,BOSTON MA,Domestic Entity Other,5,"Boston, MA",42.3600825,-71.0588801
22,,DONLEN EXCHANGE SERVICES INC.,4566223,17,BOSTON MA,Domestic Entity Other,5,"Boston, MA",42.3600825,-71.0588801
23,,"QI EXCHANGE, LLC",4902698,17,BOSTON MA,Domestic Entity Other,5,"Boston, MA",42.3600825,-71.0588801
24,,"TIQI EXCHANGE, LLC",4907059,17,BOSTON MA,Domestic Entity Other,5,"Boston, MA",42.3600825,-71.0588801
25,,EQR-OLD TOWN LOFTS LLC,4945462,17,BOSTON MA,Domestic Entity Other,5,"Boston, MA",42.3600825,-71.0588801
26,,DB ABALONE LLC,4626864,14,WILMINGTON DE,Domestic Entity Other,4,"Wilmington, DE",39.7390721,-75.5397878
27,,"D.B. INTERNATIONAL DELAWARE, INC.",1171091,26,NEW YORK NY,Domestic Entity Other,5,"New York, NY",40.7127837,-74.0059413
28,,"PONDEROSA HOLDINGS, LLC",4901806,14,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
29,,"COUNTS TRUST, SERIES 2007-3",4977623,14,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
30,,"COUNTS TRUST, SERIES 2004-6",4977632,14,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
31,,"COUNTS TRUST, SERIES 2004-4",4984966,14,NEW YORK NY,Domestic Entity Other,4,"New York, NY",40.7127837,-74.0059413
32,,"COUNTS TRUST, SERIES 1998 II-A",4988982,14,NEWARK DE,Domestic Entity Other,4,"Newark, DE",39.6837226,-75.7496572
33,,DEUTSCHE BANK TRUST COMPANY DELAWARE,304913,2,WILMINGTON DE,Non-member Bank,3,"Wilmington, DE",39.7390721,-75.5397878
34,,DEUTSCHE BANK INSURANCE AGENCY OF DELAWARE,2671918,33,WILMINGTON DE,Domestic Entity Other,4,"Wilmington, DE",39.7390721,-75.5397878
35,,DEUTSCHE BANK INSURANCE AGENCY INCORPORATED,2628220,34,BALTIMORE MD,Domestic Entity Other,5,"Baltimore, MD",39.2903848,-76.6121893
36,,DEUTSCHE INTERNATIONAL CORPORATE SERVICES (DELAWARE) LLC,3210127,33,WILMINGTON DE,Domestic Entity Other,4,"Wilmington, DE",39.7390721,-75.5397878
37,,"DB PORTFOLIO SOUTHWEST, INC.",1032754,2,HOUSTON TX,Domestic Entity Other,3,"Houston, TX",29.7604267,-95.3698028
38,,"DB INVESTMENT MANAGERS, INC.",1032781,2,NEW YORK NY,Domestic Entity Other,3,"New York, NY",40.7127837,-74.0059413
39,,DB U.S. FINANCIAL MARKETS HOLDING CORPORATION,2259679,1,NEW YORK NY,Domestic Entity Other,2,"New York, NY",40.7127837,-74.0059413
40,,"DB EQUIPMENT LEASING, INC.",1032802,39,NEW YORK NY,Domestic Entity Other,3,"New York, NY",40.7127837,-74.0059413
41,,"DBFIC, INC.",1173330,40,WILMINGTON DE,Domestic Entity Other,4,"Wilmington, DE",39.7390721,-75.5397878
42,,BT VORDERTAUNUS VERWALTUNGS- UND BETEILIGUNGSGESELLSCHAFT MBH,2732118,41,ESCHBORN GERMANY,International Nonbank Sub of Domestic Entities,5,"Eschborn, Germany",50.1467469,8.5614555
43,+,BT MAULBRONN GMBH,2813660,42,ESCHBORN GERMANY,International Nonbank Sub of Domestic Entities,6,"Eschborn, Germany",50.1467469,8.5614555
44,,BT MAULBRONN GMBH,2813660,41,ESCHBORN GERMANY,International Nonbank Sub of Domestic Entities,5,"Eschborn, Germany",50.1467469,8.5614555
45,,DB IO LP,3210172,41,WILMINGTON DE,Domestic Entity Other,5,"Wilmington, DE",39.7390721,-75.5397878
46,,DB ELARA LLC,3584211,45,WILMINGTON DE,Domestic Entity Other,6,"Wilmington, DE",39.7390721,-75.5397878
47,,DB GANYMEDE 2006 L.P.,3706983,46,WILMINGTON DE,Domestic Entity Other,7,"Wilmington, DE",39.7390721,-75.5397878
48,,DB GANYMEDE 2006 L.P.,3706983,45,WILMINGTON DE,Domestic Entity Other,6,"Wilmington, DE",39.7390721,-75.5397878
49,,BTAS CAYMAN GP,3531765,41,GEORGE TOWN CAYMAN ISLANDS,International Nonbank Sub of Domestic Entities,5,"George Town, Cayman Islands",19.2869323,-81.3674389
50,,DB ALPS CORPORATION,4366151,41,WILMINGTON DE,Domestic Entity Other,5,"Wilmington, DE",39.7390721,-75.5397878
51,,DB INTERMEZZO LLC,4530961,41,WILMINGTON DE,Domestic Entity Other,5,"Wilmington, DE",39.7390721,-75.5397878
52,,DB ALPS CORPORATION,4366151,51,WILMINGTON DE,Domestic Entity Other,6,"Wilmington, DE",39.7390721,-75.5397878
53,,DB OMEGA BTV S.C.S.,5071126,41,LUXEMBOURG LUXEMBOUR G,International Nonbank Sub of Domestic Entities,5,"Luxembourg City, Luxembourg",49.611621,6.1319346
54,,BTAS CAYMAN GP,3531765,53,GEORGE TOWN CAYMAN ISLANDS,International Nonbank Sub of Domestic Entities,6,"George Town, Cayman Islands",19.2869323,-81.3674389
