Idx,Note,Name,Id_Rssd,Parent,Loc,Type,Tier,label,lat,lng
1,,HUNTINGTON BANCSHARES INCORPORATED,1068191,,COLUMBUS OH,Financial Holding Company - Domestic,1,"Columbus, OH",39.9611755,-82.9987942
2,,"HUNTINGTON NATIONAL BANK, THE",12311,1,COLUMBUS OH,National Bank,2,"Columbus, OH",39.9611755,-82.9987942
3,,"HUNTINGTON LEASING COMPANY, THE",1068258,2,COLUMBUS OH,Domestic Entity Other,3,"Columbus, OH",39.9611755,-82.9987942
4,,FORTY-ONE CORPORATION,1370148,2,COLUMBUS OH,Domestic Entity Other,3,"Columbus, OH",39.9611755,-82.9987942
5,,"HUNTINGTON COMMUNITY DEVELOPMENT CORPORATION, THE",1452325,2,COLUMBUS OH,Domestic Entity Other,3,"Columbus, OH",39.9611755,-82.9987942
6,,"HUNTINGTON RESIDENTIAL MORTGAGE SECURITIES, INC.",2136903,2,COLUMBUS OH,Domestic Entity Other,3,"Columbus, OH",39.9611755,-82.9987942
7,,FIRSTMERIT SECURITIES INC.,2182722,2,AKRON OH,Domestic Entity Other,3,"Akron, OH",41.0814447,-81.5190053
8,,"FIRSTMERIT EQUIPMENT FINANCE, INC.",2182731,2,AKRON OH,Finance Company,3,"Akron, OH",41.0814447,-81.5190053
9,,FIRSTMERIT COMMUNITY DEVELOPMENT CORPORATION,2186122,2,AKRON OH,Domestic Entity Other,3,"Akron, OH",41.0814447,-81.5190053
10,,FIRSTMERIT MORTGAGE CORPORATION,2371254,2,CANTON OH,Domestic Entity Other,3,"Canton, OH",40.7989473,-81.378447
11,,41 SOUTH HIGH LTD.,2411477,2,COLUMBUS OH,Domestic Entity Other,3,"Columbus, OH",39.9611755,-82.9987942
12,,"HUNTINGTON TRADE SERVICES, INC.",2500447,2,COLUMBUS OH,Agreement Corporation - Investment,3,"Columbus, OH",39.9611755,-82.9987942
13,,"FIRSTMERIT INSURANCE AGENCY, INC.",2546614,2,AKRON OH,Domestic Entity Other,3,"Akron, OH",41.0814447,-81.5190053
14,,"MOBILE CONSULTANTS, INC.",2598686,2,ALLIANCE OH,Domestic Entity Other,3,"Alliance, OH",40.9153362,-81.1059309
15,,"FIRSTMERIT INSURANCE GROUP, INC.",2619358,2,AKRON OH,Domestic Entity Other,3,"Akron, OH",41.0814447,-81.5190053
16,,"COMMUNITY BANK INSURANCE AGENCY, INC.",2620260,2,DEARBORN MI,Domestic Entity Other,3,"Dearborn, MI",42.3222599,-83.1763145
