Idx,Note,Name,Id_Rssd,Parent,Loc,Type,Tier,label,lat,lng
1,,"SANTANDER HOLDINGS USA, INC.",3981856,,BOSTON MA,Intermediate Holding Companies,1,"Boston, MA, USA",42.3600825,-71.0588801
2,,BANCO SANTANDER INTERNATIONAL,634638,1,MIAMI FL,Edge Corporation - Banking,2,"Miami, FL, USA",25.7616798,-80.1917902
3,,SOVEREIGN CAPITAL TRUST IX,3462917,1,WILMINGTON DE,Domestic Entity Other,2,"Wilmington, DE, USA",39.7390721,-75.5397878
4,,"SANTANDER INSURANCE AGENCY, U.S., LLC",3463389,1,BOSTON MA,Domestic Entity Other,2,"Boston, MA, USA",42.3600825,-71.0588801
5,,SERVICES AND PROMOTIONS DELAWARE CORPORATION,4125983,1,WILMINGTON DE,Domestic Entity Other,2,"Wilmington, DE, USA",39.7390721,-75.5397878
6,,SERVICES AND PROMOTIONS MIAMI LLC,4126010,5,MIAMI FL,Domestic Entity Other,3,"Miami, FL, USA",25.7616798,-80.1917902
7,,SANTANDER CONSUMER USA HOLDINGS INC.,4638812,1,DALLAS TX,Domestic Entity Other,2,"Dallas, TX, USA",32.7766642,-96.7969879
8,,SANTANDER CONSUMER USA INC.,1630141,7,DALLAS TX,Finance Company,3,"Dallas, TX, USA",32.7766642,-96.7969879
9,,DRIVE AUTO RECEIVABLES TRUST 2015-C,4890704,8,DALLAS TX,Domestic Entity Other,4,"Dallas, TX, USA",32.7766642,-96.7969879
10,,SANTANDER CONSUMER AUTO RECEIVABLES FUNDING 2015-L4 LLC,4890713,8,DALLAS TX,Domestic Entity Other,4,"Dallas, TX, USA",32.7766642,-96.7969879
11,,SANTANDER DRIVE AUTO RECEIVABLES TRUST 2015-4,4900890,8,DALLAS TX,Domestic Entity Other,4,"Dallas, TX, USA",32.7766642,-96.7969879
12,,CHRYSLER CAPITAL MASTER AUTO RECEIVABLES FUNDING 2 LLC,4900902,8,DALLAS TX,Domestic Entity Other,4,"Dallas, TX, USA",32.7766642,-96.7969879
13,,DRIVE AUTO RECEIVABLES TRUST 2015-D,4904937,8,DALLAS TX,Domestic Entity Other,4,"Dallas, TX, USA",32.7766642,-96.7969879
14,,SANTANDER DRIVE AUTO RECEIVABLES TRUST 2015-5,4923255,8,DALLAS TX,Domestic Entity Other,4,"Dallas, TX, USA",32.7766642,-96.7969879
15,,SANTANDER CONSUMER ABS FUNDING 3 LLC,4933544,8,DALLAS TX,Domestic Entity Other,4,"Dallas, TX, USA",32.7766642,-96.7969879
16,,CHRYSLER CAPITAL AUTO RECEIVABLES TRUST 2015-B,4933553,8,DALLAS TX,Domestic Entity Other,4,"Dallas, TX, USA",32.7766642,-96.7969879
